booking_id,user_id,game_id,booked_at,amount_paid,join_type,was_refunded,left_at,sport,day_of_week,hour_of_day,neighborhood,skill_level,cost_per_player,dist_km
8c8e8a90-6415-4f93-939b-2bbd66ab463f,ece6b760-1db3-4f6e-9228-90c36c1562bd,5919a860-72f5-4e99-956d-0d46ca1749d6,2025-04-19T00:04:46,7.0,instant,0,,badminton,3,20,Near West,advanced,7.0,379.26
d0fff13d-48c8-4cdf-ba32-e4cd1519d6fc,ece6b760-1db3-4f6e-9228-90c36c1562bd,c1c291ab-1e67-4fd7-a04f-57a1d8938389,2025-01-18T00:02:28,0.0,request,0,,volleyball,3,17,Midtown,all,0.0,870.83
9878bbf6-9edb-4b4f-9127-e7f3c449a515,ece6b760-1db3-4f6e-9228-90c36c1562bd,743e7849-25ab-4f0d-a74a-8d9a09fe558f,2025-04-09T00:04:19,7.0,instant,1,2025-04-11T13:04:19,basketball,5,10,Seward,advanced,7.0,3.49
61e76d0b-2d99-4d95-82b6-aa21adca7e93,ece6b760-1db3-4f6e-9228-90c36c1562bd,8b3feff8-9da5-4291-89b0-4bcf5fabb796,2024-12-22T00:02:23,0.0,request,0,,baseball,3,10,Seward,beginner,0.0,2.17
3d278efb-4782-4a8a-a3fd-33645d3362d6,ece6b760-1db3-4f6e-9228-90c36c1562bd,f9473f9e-e850-4309-a11b-9ea43a60a7c2,2025-05-06T00:04:55,10.0,instant,0,,volleyball,3,8,Riverside,all,10.0,479.39
95cb4046-88e6-4d63-95e3-ef2c34da35c4,ece6b760-1db3-4f6e-9228-90c36c1562bd,c1d37f31-e25a-4eae-8614-5d476fd0f8c9,2025-05-06T00:04:32,0.0,instant,0,,badminton,6,18,Northeast,beginner,0.0,5.37
2cf3737d-d20b-4fc3-b207-a9efc2c7e3c7,ece6b760-1db3-4f6e-9228-90c36c1562bd,87b6812e-7ef9-49ea-8d56-02b738e4b93b,2025-01-12T00:02:39,0.0,instant,0,,frisbee,3,19,Seward,intermediate,0.0,2.28
ef8d5dc5-5e42-4c1a-82e8-5a48f98b7e3d,ece6b760-1db3-4f6e-9228-90c36c1562bd,8b3feff8-9da5-4291-89b0-4bcf5fabb796,2025-01-12T00:01:22,0.0,request,0,,baseball,3,10,Seward,beginner,0.0,2.17
dccf92a5-2949-424a-91c7-801c2e0b8b2e,ece6b760-1db3-4f6e-9228-90c36c1562bd,a8618b7d-edb4-4303-b073-1eb99ef9065d,2025-02-25T00:03:38,5.0,instant,0,,soccer,3,17,Isthmus,beginner,5.0,375.14
c4d40627-b93b-4387-aa08-85ee6954f404,ece6b760-1db3-4f6e-9228-90c36c1562bd,ae3796a2-e795-4f1f-99b7-d6943a8137ee,2025-04-13T00:01:58,0.0,instant,0,,badminton,0,10,Wingra,advanced,0.0,374.04
28a698c2-eab6-4180-8e45-96969ba17b8e,ece6b760-1db3-4f6e-9228-90c36c1562bd,a63fae07-d8f2-4ebe-a88d-e026bc8060e7,2025-04-15T00:04:09,5.0,instant,0,,badminton,6,19,Seward,beginner,5.0,3.72
70cfd5f4-7936-4fab-bfc0-bf9fa5dc6391,ece6b760-1db3-4f6e-9228-90c36c1562bd,067f1c8b-ae4a-43f8-9f60-7aabc85df2e7,2025-04-18T00:02:16,5.0,instant,0,,soccer,2,10,Riverside,all,5.0,482.78
026ab566-d326-49b7-ac7d-0916cbd63c1e,ece6b760-1db3-4f6e-9228-90c36c1562bd,743e7849-25ab-4f0d-a74a-8d9a09fe558f,2025-05-06T00:02:45,7.0,instant,0,,basketball,5,10,Seward,advanced,7.0,3.49
6a5ebf26-969f-4fec-b0ce-5c23bfad6611,ece6b760-1db3-4f6e-9228-90c36c1562bd,bcd80994-8000-4f7a-b6a9-1acd3ebb5b6e,2025-05-11T00:03:48,3.0,instant,1,2025-05-13T07:03:48,baseball,3,20,Corktown,beginner,3.0,868.12
d77c49da-f387-46f7-b8ae-17bc13fcdc18,ece6b760-1db3-4f6e-9228-90c36c1562bd,54ae8498-ffd7-40d1-b2c0-ea7233f1efdc,2025-02-23T00:04:35,0.0,request,0,,tennis,3,19,Bay View,all,0.0,482.28
8d69004c-3ab4-4bd5-a94c-ab0358f745ff,ece6b760-1db3-4f6e-9228-90c36c1562bd,43a82d22-0f9f-4944-94d9-f8b24a4ec7f0,2024-12-12T00:04:11,5.0,instant,0,,football,1,18,Walker's Point,beginner,5.0,475.92
c64c76b4-c6f1-4495-9245-b4a157c3bf31,ece6b760-1db3-4f6e-9228-90c36c1562bd,c1c291ab-1e67-4fd7-a04f-57a1d8938389,2024-12-20T00:03:49,0.0,request,0,,volleyball,3,17,Midtown,all,0.0,870.83
c31d5168-4db5-4142-b14e-4963514edfbb,aaf5003f-4ef0-4808-90b2-6a7d61be0448,23985fdd-84dd-4c2c-9618-e2e27bac1583,2025-03-30T00:04:06,0.0,instant,0,,pickleball,1,9,Eastern Market,advanced,0.0,3.73
f21755c5-8e08-403a-97bb-bc6138b7870b,aaf5003f-4ef0-4808-90b2-6a7d61be0448,876bdb07-77b1-4507-8d1f-1c7dec054e50,2025-04-01T00:02:08,0.0,instant,0,,frisbee,3,17,Near East,all,0.0,520.88
857bf934-7a8a-4cfd-b0ed-25a44c22479a,aaf5003f-4ef0-4808-90b2-6a7d61be0448,60ed90ce-b58f-435f-8061-3fdf76473507,2025-01-27T00:04:41,0.0,request,0,,basketball,3,9,Shorewood,beginner,0.0,407.12
daf559af-7d8a-4bc1-ab91-5ded700ce775,e929633d-7e79-416f-9dd7-8cec593274c0,3154513e-dd2c-49dc-9529-dcbadd85b12b,2025-02-18T00:04:03,3.0,request,0,,frisbee,3,8,Corktown,intermediate,3.0,523.03
043ec0a1-ff78-44f0-aede-aa0dc1234051,e929633d-7e79-416f-9dd7-8cec593274c0,d4e8b4ef-6968-4461-bb81-7bd1aabaf2a8,2024-08-15T00:02:51,15.0,request,0,,badminton,5,8,Eastern Market,all,15.0,522.96
1acb94ca-860c-4e52-95ec-305fa1a46348,e929633d-7e79-416f-9dd7-8cec593274c0,87ea9570-dbe6-481b-96fa-72e53b6f8cb0,2024-12-24T00:01:00,7.0,instant,0,,soccer,6,18,Pilsen,intermediate,7.0,191.88
6c61b34e-0322-408b-bf47-81d17c13ae5a,e929633d-7e79-416f-9dd7-8cec593274c0,1b4b2dc9-df9a-4d51-a686-5fd3c055506c,2025-04-11T00:03:36,2.0,instant,0,,volleyball,3,10,Rivertown,intermediate,2.0,522.81
7bdfd3eb-1df7-4112-b4d3-dd27d3c56b51,e929633d-7e79-416f-9dd7-8cec593274c0,ac5c2328-20b3-433e-8185-d17fc9b7bc3d,2025-02-20T00:02:16,0.0,request,1,2025-02-22T13:02:16,baseball,3,7,Shorewood,all,0.0,124.36
62bb8ea1-db15-45a3-a4f8-c59611fb1e8c,e929633d-7e79-416f-9dd7-8cec593274c0,077fa837-7958-42dc-a1d0-ca588192dd15,2024-07-11T00:03:43,7.0,instant,0,,soccer,1,7,Uptown,all,7.0,371.79
9e568d50-5bed-4002-aa3c-79cf554a2ba0,e929633d-7e79-416f-9dd7-8cec593274c0,ae3796a2-e795-4f1f-99b7-d6943a8137ee,2024-09-04T00:04:35,0.0,instant,0,,badminton,0,10,Wingra,advanced,0.0,1.7
38c9630d-d0e6-47c5-a577-ae6be29bf375,e409ba8c-5f00-44cc-a9ce-342ca6956c61,589a0c7f-d514-4446-a636-cfb5038efdf9,2024-02-24T00:00:55,5.0,instant,0,,soccer,6,8,Isthmus,advanced,5.0,525.08
c6f0a392-978c-47b9-80bd-e4f3d4c978ff,e409ba8c-5f00-44cc-a9ce-342ca6956c61,5919a860-72f5-4e99-956d-0d46ca1749d6,2025-02-12T00:03:26,7.0,instant,0,,badminton,3,20,Near West,advanced,7.0,521.95
b0d34681-6300-4a4f-8e08-1727846eff1d,e409ba8c-5f00-44cc-a9ce-342ca6956c61,6d877c5a-12a0-4a55-bab6-eb5e758b8a8e,2025-02-12T00:03:54,7.0,request,0,,volleyball,6,8,Longfellow,advanced,7.0,876.21
334a0d41-118e-4b2b-a927-7379b1f83da3,e409ba8c-5f00-44cc-a9ce-342ca6956c61,188589b5-005c-43b1-b388-0bbddbb241a2,2024-05-25T00:04:41,0.0,instant,0,,badminton,4,9,Pilsen,beginner,0.0,380.6
9acd3a66-0173-44b5-973c-9f4e1db850e5,e409ba8c-5f00-44cc-a9ce-342ca6956c61,b2e5abc5-b6c8-408a-8b49-396d1f7ff3c7,2024-11-01T00:02:59,0.0,instant,0,,pickleball,5,7,Seward,advanced,0.0,871.23
f5586658-6a2d-4b9f-9827-272513b22531,e409ba8c-5f00-44cc-a9ce-342ca6956c61,6d877c5a-12a0-4a55-bab6-eb5e758b8a8e,2024-06-13T00:04:47,7.0,request,0,,volleyball,6,8,Longfellow,advanced,7.0,876.21
6f66b554-0c93-407e-bd35-c3ba109b4caf,e409ba8c-5f00-44cc-a9ce-342ca6956c61,ef56b01a-36f3-4445-a805-3d8921162e1c,2024-06-13T00:04:41,0.0,instant,0,,volleyball,2,7,Vilas,all,0.0,528.45
f3a88c0a-4e84-42f3-92d7-ee44a2766184,e409ba8c-5f00-44cc-a9ce-342ca6956c61,edc7101a-34f9-4ea0-bd16-60afd53e1f8a,2024-09-26T00:00:40,3.0,instant,0,,football,4,19,East Side,advanced,3.0,401.35
75ece432-0a9e-49ae-8147-44b0d9d3dc51,e409ba8c-5f00-44cc-a9ce-342ca6956c61,7bea97e5-d468-4849-b636-c46b043bfcac,2025-05-31T00:01:33,5.0,instant,0,,basketball,0,19,New Center,all,5.0,3.49
5da88f16-2f01-4697-aef7-79e767c34578,b36ebd73-0009-4af0-8a8d-55a331ccf0b9,26d93867-b609-4d08-bf18-85de3b1a2300,2024-11-18T00:01:12,7.0,instant,0,,soccer,2,10,Wingra,all,7.0,376.41
f9b3c4bc-a701-45e4-b1d8-d0b48d3741e9,b36ebd73-0009-4af0-8a8d-55a331ccf0b9,902a3cc5-bda8-4f5f-b804-94557395b603,2025-04-28T00:02:52,15.0,request,0,,cricket,2,9,Longfellow,beginner,15.0,2.2
77fe5a1e-a971-456e-8721-435e72a3a332,b36ebd73-0009-4af0-8a8d-55a331ccf0b9,9f76d171-5f96-4fc9-b86a-972b41a84d97,2024-02-11T00:04:10,7.0,request,0,,badminton,4,20,Corktown,beginner,7.0,873.6
3c5dfe1d-e205-4e73-a2f3-4934de6a05ce,b36ebd73-0009-4af0-8a8d-55a331ccf0b9,39b5a19a-ee85-41a6-be99-5c0f0ed58cfb,2024-11-05T00:02:44,7.0,instant,0,,basketball,5,9,Wicker Park,all,7.0,568.16
b754f185-8d78-42b8-99b4-336b35b8cff4,18925d63-2153-402e-9fbc-ebb8684ed43b,0e200955-35e4-44c4-8702-65368595dc52,2024-11-23T00:02:55,2.0,instant,0,,baseball,2,10,Midtown,beginner,2.0,869.35
59626e66-7054-4246-aadd-e1186eba7dc8,18925d63-2153-402e-9fbc-ebb8684ed43b,7bea97e5-d468-4849-b636-c46b043bfcac,2024-09-17T00:04:59,5.0,instant,0,,basketball,0,19,New Center,all,5.0,3.49
f9a90c6c-4a92-45d8-b70c-f3d34e46a33d,2e22e62f-6cec-4623-9dbe-a2f217f49051,e36b270f-f4c9-42f6-904b-4fd2176f342a,2024-12-25T00:04:23,2.0,instant,0,,rugby,5,8,Logan Square,all,2.0,4.32
1490c72f-febd-4ff4-8f6a-ce050f9ea4e6,2e22e62f-6cec-4623-9dbe-a2f217f49051,60ed90ce-b58f-435f-8061-3fdf76473507,2025-01-16T00:04:34,0.0,request,0,,basketball,3,9,Shorewood,beginner,0.0,129.17
22e8385d-5689-4fa5-8670-40261caae49d,2e22e62f-6cec-4623-9dbe-a2f217f49051,743e7849-25ab-4f0d-a74a-8d9a09fe558f,2025-05-14T00:04:21,7.0,instant,0,,basketball,5,10,Seward,advanced,7.0,568.48
60c8d2c1-dacf-47ce-b841-83f5575dffd7,2e22e62f-6cec-4623-9dbe-a2f217f49051,3fa73bfa-f5a1-4081-ae9f-8d5fa15c0f59,2024-04-15T00:01:54,3.0,instant,0,,basketball,5,17,Bay View,beginner,3.0,134.01
69fbbaa4-5ec9-457b-a0bd-b13371b783de,2e22e62f-6cec-4623-9dbe-a2f217f49051,902a3cc5-bda8-4f5f-b804-94557395b603,2024-05-20T00:00:39,15.0,request,0,,cricket,2,9,Longfellow,beginner,15.0,569.63
818f8155-6d7c-470f-ad75-6232d4f3cc32,2e22e62f-6cec-4623-9dbe-a2f217f49051,f817deba-3ee8-4111-9d3a-e8fd64e65f9b,2024-11-27T00:03:10,0.0,instant,0,,soccer,0,17,Hyde Park,intermediate,0.0,3.83
19768c09-ccfc-4f72-9d90-17a57e27b509,2e22e62f-6cec-4623-9dbe-a2f217f49051,9b5d992e-b166-4442-a617-ed9776fba0bb,2024-09-17T00:04:38,2.0,instant,0,,frisbee,1,8,Vilas,intermediate,2.0,195.74
ead9a15e-88bb-46bf-a46a-90d622c3124f,2e22e62f-6cec-4623-9dbe-a2f217f49051,067f1c8b-ae4a-43f8-9f60-7aabc85df2e7,2025-06-17T00:04:04,5.0,instant,0,,soccer,2,10,Riverside,all,5.0,130.87
6b599081-6ffb-4622-8495-e7d474804eb6,2e22e62f-6cec-4623-9dbe-a2f217f49051,870c9dcc-8427-440d-8c76-c28193e9ae49,2024-12-27T00:00:55,0.0,instant,0,,football,5,19,Pilsen,intermediate,0.0,4.8
5ba5d7a2-2fec-46d4-a413-b8446d92d043,2e22e62f-6cec-4623-9dbe-a2f217f49051,12f22589-a8bb-43dd-a4df-a23c7a30a2cc,2024-10-06T00:01:00,7.0,instant,0,,frisbee,3,9,Wingra,all,7.0,200.28
672b4e62-fa4a-426d-8474-ec7be279039b,2e22e62f-6cec-4623-9dbe-a2f217f49051,ff687fa5-83de-45ab-becc-3d65868673b9,2025-01-19T00:04:15,0.0,request,0,,hockey,1,17,Seward,advanced,0.0,570.13
c555da1f-10d2-4dcb-9537-289a52270be0,2e22e62f-6cec-4623-9dbe-a2f217f49051,a7397b11-1631-444f-b5d4-b25ec4453ece,2024-11-26T00:02:02,10.0,request,0,,hockey,0,17,Pilsen,advanced,10.0,3.16
a63eb748-6a24-4ba1-a26c-f814fd95169b,2e22e62f-6cec-4623-9dbe-a2f217f49051,d8321794-1c9d-438b-a9a5-6a973e0e29ee,2024-06-19T00:00:52,2.0,instant,0,,volleyball,2,19,Near West,advanced,2.0,194.04
949cb9f0-5590-4fee-a83d-5507ac4e3bf2,2e22e62f-6cec-4623-9dbe-a2f217f49051,f2b2c491-8fe7-4ce3-ae85-09279edbf1cd,2024-12-06T00:00:59,2.0,instant,0,,frisbee,3,18,Rivertown,beginner,2.0,382.42
afcfd439-2d28-49f1-afa3-a6770254d628,2e22e62f-6cec-4623-9dbe-a2f217f49051,14e589be-2c23-48d4-a8b0-bde7d9534bd9,2024-05-21T00:02:32,0.0,instant,0,,rugby,2,9,Logan Square,intermediate,0.0,2.28
08e3be63-1263-40bb-9876-bc51627380c1,2e22e62f-6cec-4623-9dbe-a2f217f49051,b2e5abc5-b6c8-408a-8b49-396d1f7ff3c7,2024-11-26T00:02:28,0.0,instant,1,2024-11-28T02:02:28,pickleball,5,7,Seward,advanced,0.0,567.99
2454e441-bd2e-478c-9d77-98e6ec12ff0c,2e22e62f-6cec-4623-9dbe-a2f217f49051,049b09c5-bc00-45ae-a7cf-76ca89b7d138,2024-05-02T00:00:31,5.0,request,0,,pickleball,3,8,Pilsen,all,5.0,4.47
d4f510f7-c34e-41ef-aaa3-bbad91805772,2e22e62f-6cec-4623-9dbe-a2f217f49051,c95abe36-196d-4d55-98ed-d87c35b49b2e,2025-02-01T00:03:14,7.0,instant,0,,baseball,1,10,Pilsen,intermediate,7.0,0.74
e06ea896-3d0c-4e65-a560-41c55f654698,2e22e62f-6cec-4623-9dbe-a2f217f49051,ccaf4305-8910-4687-85bb-07ac24a6411f,2024-07-18T00:01:21,0.0,instant,0,,baseball,5,10,Bay View,beginner,0.0,126.67
b77c8662-0a88-46e4-9230-f60c8904953e,2e22e62f-6cec-4623-9dbe-a2f217f49051,85c668df-dd6c-4256-97cf-077cc2307da3,2025-02-01T00:03:10,0.0,instant,0,,frisbee,2,7,Longfellow,advanced,0.0,570.27
674e306d-5e26-4b66-8c6e-82b83d3a1175,2e22e62f-6cec-4623-9dbe-a2f217f49051,c95abe36-196d-4d55-98ed-d87c35b49b2e,2025-02-01T00:04:35,7.0,instant,0,,baseball,1,10,Pilsen,intermediate,7.0,0.74
150f0276-8faa-46cd-8ad5-9816f44c9b1f,ad625d7d-a9eb-400c-97af-20b7abfe3156,14e589be-2c23-48d4-a8b0-bde7d9534bd9,2024-12-22T00:02:10,0.0,instant,0,,rugby,2,9,Logan Square,intermediate,0.0,2.28
f5fca224-05ca-4846-990a-ceb725feb5ff,ad625d7d-a9eb-400c-97af-20b7abfe3156,f51ddedb-1ba4-4272-9283-0b48d7e1969f,2024-08-26T00:01:56,0.0,instant,0,,soccer,6,10,Hyde Park,all,0.0,3.66
a0fd0feb-8e0c-4a57-bd9c-758a6b55cfc1,ad625d7d-a9eb-400c-97af-20b7abfe3156,2a0f68ef-70f3-44de-8573-09b048f0ce58,2024-08-26T00:02:14,2.0,instant,0,,basketball,1,7,Longfellow,beginner,2.0,568.69
3060cedf-1596-436c-abee-7d617a8bf6b3,ad625d7d-a9eb-400c-97af-20b7abfe3156,f0e3b10f-f589-4636-853b-2ad211000d58,2025-03-13T00:02:22,0.0,instant,0,,baseball,1,10,Logan Square,all,0.0,3.56
32cc223c-5026-4bd9-b7f6-ba450b84698c,8b4a47d6-3578-42bc-ba48-69edbc785c9a,a7397b11-1631-444f-b5d4-b25ec4453ece,2025-03-06T00:02:33,10.0,request,0,,hockey,0,17,Pilsen,advanced,10.0,382.09
b26967e3-75ef-4e3d-b58a-00b4984801d3,8b4a47d6-3578-42bc-ba48-69edbc785c9a,8bcbc271-d1c5-45d6-94d8-468d33fd34e5,2024-12-30T00:02:02,2.0,request,0,,cricket,2,17,Uptown,beginner,2.0,869.53
dc8f7109-09bb-4f40-94d8-e400221d9c4a,8b4a47d6-3578-42bc-ba48-69edbc785c9a,5f4d3fae-988b-48fc-9161-f8a6281c82b2,2024-10-09T00:01:44,5.0,request,0,,baseball,3,17,Midtown,advanced,5.0,875.93
31661bcb-ee7d-40c2-9415-0b16cfcea98a,8b4a47d6-3578-42bc-ba48-69edbc785c9a,8e4deaeb-ddfd-4313-8201-73e954082125,2024-11-22T00:04:20,0.0,request,0,,badminton,0,10,Lincoln Park,all,0.0,376.77
fa93c7da-2dcb-44d4-8454-213f9fc26f4f,8b4a47d6-3578-42bc-ba48-69edbc785c9a,c95abe36-196d-4d55-98ed-d87c35b49b2e,2025-05-04T00:00:52,7.0,instant,1,2025-05-05T19:00:52,baseball,1,10,Pilsen,intermediate,7.0,381.03
d42fe10a-f9c4-41a7-a7b6-1730cb088a43,8b4a47d6-3578-42bc-ba48-69edbc785c9a,8a9b9993-bb52-410c-88f5-b44e4f921432,2025-03-12T00:03:50,15.0,request,0,,soccer,0,10,Vilas,advanced,15.0,530.4
d1ec75ea-31e7-4de6-8b78-65bb622889cb,8b4a47d6-3578-42bc-ba48-69edbc785c9a,cdc10394-84fc-4266-87f1-e8fa71ab1ed1,2025-02-15T00:04:34,5.0,instant,0,,baseball,2,10,Walker's Point,advanced,5.0,404.7
43cfe010-24c6-4f68-bdf3-5f9ba53461bf,8b4a47d6-3578-42bc-ba48-69edbc785c9a,85c668df-dd6c-4256-97cf-077cc2307da3,2025-02-15T00:02:49,0.0,instant,0,,frisbee,2,7,Longfellow,advanced,0.0,873.97
9b938197-6acb-4daf-a11c-fec24bc4d1ed,8b4a47d6-3578-42bc-ba48-69edbc785c9a,e36b270f-f4c9-42f6-904b-4fd2176f342a,2025-02-02T00:03:44,2.0,instant,0,,rugby,5,8,Logan Square,all,2.0,382.66
3e72e547-90e3-4f45-b82c-aefb73a41a27,8b4a47d6-3578-42bc-ba48-69edbc785c9a,35ab4687-a9a4-497c-a849-30f093c24820,2025-02-02T00:02:28,10.0,instant,0,,hockey,0,10,Corktown,beginner,10.0,4.39
812d88e3-3054-4e8a-95af-a9260f23dcff,8b4a47d6-3578-42bc-ba48-69edbc785c9a,a0e4e06f-2599-44fd-8079-1aaaa037b3c1,2024-11-05T00:02:08,5.0,request,0,,baseball,6,9,Midtown,all,5.0,3.87
0eec9b20-e237-44d3-bed5-d6d513d98569,8b4a47d6-3578-42bc-ba48-69edbc785c9a,f6ecf1c5-05d5-4418-a37b-449291df277a,2024-11-05T00:04:03,15.0,instant,0,,hockey,0,20,Midtown,advanced,15.0,6.16
9f403590-e993-4e4b-89b5-db2e5ba712a8,8b4a47d6-3578-42bc-ba48-69edbc785c9a,e33e6884-1dae-489b-a9e0-74306fe4cf49,2024-12-08T00:04:17,15.0,request,0,,pickleball,0,20,Midtown,beginner,15.0,3.44
fdb695f1-0c20-456e-a951-ed921207679c,8b4a47d6-3578-42bc-ba48-69edbc785c9a,ff687fa5-83de-45ab-becc-3d65868673b9,2024-10-23T00:01:56,0.0,request,0,,hockey,1,17,Seward,advanced,0.0,872.17
55c5c590-8815-457d-be0a-cb67c0f5bf54,8b4a47d6-3578-42bc-ba48-69edbc785c9a,0832ac24-6fd8-49b2-95ca-1fbc2726a9a6,2024-10-23T00:02:20,3.0,instant,0,,hockey,5,8,Longfellow,advanced,3.0,870.72
42ead179-763f-4c54-89df-eb463db546f4,8b4a47d6-3578-42bc-ba48-69edbc785c9a,1f3089a8-fb58-4a33-b3ba-7cbf43f1fbd9,2024-12-15T00:01:30,15.0,instant,0,,frisbee,5,8,Eastern Market,intermediate,15.0,3.5
f3af3afb-efa7-48a0-9341-7cf12b435895,8b4a47d6-3578-42bc-ba48-69edbc785c9a,8dc00f29-b731-46d5-9249-5998d0f10451,2024-12-29T00:04:32,0.0,request,0,,hockey,2,17,Bay View,intermediate,0.0,408.27
e743a098-9865-4765-95cc-05f4ef386559,8b4a47d6-3578-42bc-ba48-69edbc785c9a,a939174b-780c-4ae2-8872-ed864b32cb9c,2025-01-01T00:02:21,0.0,instant,1,2025-01-01T20:02:21,badminton,3,9,Midtown,all,0.0,874.66
c0810a0d-e5cc-4ffd-82bf-7798b04f0ced,8b4a47d6-3578-42bc-ba48-69edbc785c9a,294f69ec-0a8a-46cf-8b7a-d3e9e3beedb2,2025-06-22T00:00:37,5.0,instant,0,,frisbee,1,18,Wicker Park,beginner,5.0,381.9
915ae41a-29ec-4082-8066-13c77dc06f77,75f99593-8df5-46db-9dbd-615cf91fbca5,9a9964c3-57bd-4ab7-bdcb-43a5c4f1601b,2025-06-22T00:03:41,5.0,instant,0,,frisbee,2,20,New Center,all,5.0,3.26
8f2bd2b3-4d3e-427c-9a34-eced2a83abdd,75f99593-8df5-46db-9dbd-615cf91fbca5,12f22589-a8bb-43dd-a4df-a23c7a30a2cc,2024-10-28T00:04:45,7.0,instant,0,,frisbee,3,9,Wingra,all,7.0,528.72
8972a941-37fc-4054-8d37-6e7311689c3a,23d27cc5-fcdf-4b93-822e-3959bde54dfe,8e40cf27-5ede-43d9-93a4-be29aaa9c4f5,2024-07-11T00:03:25,7.0,instant,0,,basketball,1,9,Lincoln Park,beginner,7.0,383.14
3897e3fa-29ee-468a-9d79-796ccaa16acc,23d27cc5-fcdf-4b93-822e-3959bde54dfe,e540a7f8-ecca-4727-8f17-ca323f422cb2,2025-05-11T00:04:07,3.0,instant,0,,badminton,5,19,Lincoln Park,intermediate,3.0,386.65
17928584-a6fb-436a-bac1-ef93ce88544e,23d27cc5-fcdf-4b93-822e-3959bde54dfe,12f22589-a8bb-43dd-a4df-a23c7a30a2cc,2025-03-16T00:04:17,7.0,instant,0,,frisbee,3,9,Wingra,all,7.0,528.72
036dd3f6-23d4-4a61-b774-5c44dfe0154e,23d27cc5-fcdf-4b93-822e-3959bde54dfe,af5ec225-ad93-4c00-a3cc-1c5648a227e0,2025-03-16T00:01:36,7.0,instant,0,,badminton,3,8,Midtown,all,7.0,874.97
4c5e863f-ca2c-4536-8a05-308885816c8d,23d27cc5-fcdf-4b93-822e-3959bde54dfe,9ea9b8cd-6071-478d-9e9f-afb63d2b2e8b,2024-09-19T00:01:51,2.0,request,0,,rugby,1,7,Isthmus,all,2.0,525.53
ec2bfeb1-212f-42ef-a99e-912c985a6caf,23d27cc5-fcdf-4b93-822e-3959bde54dfe,edc7101a-34f9-4ea0-bd16-60afd53e1f8a,2024-11-04T00:02:23,3.0,instant,0,,football,4,19,East Side,advanced,3.0,401.35
5c7b5ef1-bdaf-490e-bb75-622a7e45c0fa,23d27cc5-fcdf-4b93-822e-3959bde54dfe,077fa837-7958-42dc-a1d0-ca588192dd15,2025-03-01T00:01:46,7.0,instant,0,,soccer,1,7,Uptown,all,7.0,869.55
01b0b07d-67cc-4e8c-86c0-7f75ce3d6719,23d27cc5-fcdf-4b93-822e-3959bde54dfe,067f1c8b-ae4a-43f8-9f60-7aabc85df2e7,2024-07-19T00:04:37,5.0,instant,0,,soccer,2,10,Riverside,all,5.0,401.22
